Time,Price
2012-05-31,14.99
2012-06-06,14.99
2012-10-26,14.99
2012-11-08,14.99
2012-11-11,14.99
2012-11-14,14.99
2012-11-16,14.99
2012-12-01,14.99
2012-12-04,14.99
2012-12-14,14.99
2012-12-19,14.99
2012-12-26,14.99
2013-01-01,14.99
2013-01-01,14.99
2013-01-03,14.99
2013-01-04,14.99
2013-01-09,14.99
2013-01-16,14.99
2013-01-17,14.99
2013-01-20,14.99
2013-01-29,14.99
2013-02-07,14.99
2013-02-15,14.99
2013-02-18,14.99
2013-02-25,14.99
2013-04-11,14.99
2013-04-25,14.99
2013-05-02,14.99
2013-05-08,14.99
2013-05-11,14.99
2013-05-17,14.99
2013-06-05,14.99
2013-06-06,14.99
2013-06-08,14.99
2013-06-12,14.99
2013-06-28,14.99
2013-07-11,14.99
2013-07-25,14.99
2013-08-01,14.99
2013-08-04,14.99
2013-08-04,14.99
2013-08-16,14.99
2013-08-22,14.99
2013-08-29,14.99
2013-09-04,14.99
2013-09-14,14.99
2013-09-30,14.99
2013-10-31,14.99
2013-11-08,14.99
2013-11-22,14.02
2013-11-23,14.15
2013-11-24,14.14
2013-11-25,14.14
2013-11-28,13.89
2013-12-01,13.92
2013-12-02,13.87
2013-12-05,13.82
2013-12-05,13.82
2013-12-08,14.35
2013-12-09,13.96
2013-12-11,13.96
2013-12-12,13.96
2013-12-13,14.59
2013-12-14,14.59
2013-12-17,14.53
2013-12-18,14.53
2013-12-23,14.39
2013-12-23,14.39
2013-12-24,13.99
2013-12-26,14.59
2013-12-27,14.59
2013-12-29,14.81
2013-12-30,14.99
2014-01-01,14.99
2014-01-02,14.99
2014-01-05,14.99
2014-01-08,14.99
2014-01-09,14.99
2014-01-12,14.99
2014-01-13,14.99
2014-01-16,14.99
2014-01-17,14.99
2014-01-18,14.99
2014-01-20,14.99
2014-01-29,14.99
2014-02-06,14.99
2014-02-12,14.99
2014-02-13,14.99
2014-02-18,14.99
2014-02-25,14.99
2014-03-06,14.99
2014-03-11,14.99
2014-03-16,14.99
2014-04-06,14.99
2014-04-13,14.99
2014-04-15,14.99
2014-04-22,14.99
2014-04-26,14.99
2014-05-03,14.99
2014-07-11,14.99
2014-07-25,14.99
2014-08-01,14.99
2014-08-08,14.99
2014-08-21,14.99
2014-08-27,14.99
2014-08-31,14.99
2014-09-09,14.99
2014-10-27,14.99
2014-11-17,14.99
2014-11-21,14.99
2014-12-30,14.99
2015-02-15,14.99
2015-02-19,14.99
2015-02-24,14.99
2015-03-13,14.99
2015-03-18,14.99
2015-03-21,14.99
2015-03-24,14.99
2015-04-02,14.99
2015-04-05,14.99
2015-04-23,14.99
2015-04-26,14.99
2015-05-03,14.99
2015-05-10,14.99
2015-05-20,14.99
2015-05-26,14.99
2015-07-19,14.99
2015-07-22,14.99
2015-08-10,14.99
2015-08-15,14.99
2015-08-19,14.99
2015-08-31,14.99
2015-08-31,14.99
2015-09-05,14.99
2015-09-13,14.99
2015-09-15,14.99
2015-09-20,14.99
2015-11-05,14.49
2015-11-08,13.52
2015-11-12,14.8
2015-11-15,13.47
2015-11-19,14.99
2015-11-23,13.39
2015-12-11,14.99
2015-12-12,14.99
2015-12-14,14.99
2015-12-19,14.99
2016-04-14,14.99
2016-04-28,14.99
2016-09-20,14.99
2016-10-27,14.99
2016-10-31,14.99
2016-11-01,14.99
2016-11-05,15.99
